text,sentiment,sentiment_category
and they say see the state of the house with the cake messed up and the living room messed up and the dog under the couch and the mother with the broom and think,0.0,neutral
ohmy whats happened here,0.0,neutral
theyre all wondering whats gonna happen to that dog,0.0,neutral
is he going to live through Billys fourth birthday or not,0.06818181818181818,positive
the end,0.0,neutral
okay peanut butter and jelly sandwich,0.5,positive
first you pick out the bread,0.25,positive
white is always the tastiest but wheat is better for you,0.25,positive
and take the bread,0.0,neutral
and you first put some butter on one side of one piece,0.25,positive
and then you spread some peanut butter over that,0.0,neutral
and then you pick a good jam maybe strawberry,0.7,positive
and put that over the peanut butter,0.0,neutral
and then slap one more piece of bread on top of that,0.5,positive
and youve got a peanut butter jelly sandwich,0.0,neutral
okay,0.5,positive
well I remember when I was young,0.1,positive
I think it was probably in the the fall because we were playing football down in the next block on the corner house the Larsons,0.0,neutral
they had three kids,0.0,neutral
Christine was the oldest,0.0,neutral
and she was their natural daughter,0.1,positive
and then Joanne a year older than us was their adopted daughter,0.16666666666666666,positive
and Bruce Larson was my buddy,0.0,neutral
and we were playing a little game of football in his front yard,-0.29375,negative
and we had some older kids with us who joined in our games,-0.11666666666666668,negative
my brother was three years older but he didnt play alot in the neighborhood games,-0.11666666666666668,negative
but one of them was a jock,0.0,neutral
his parents were phy,0.0,neutral
and he tackled me right at at the at the goal line or the,0.2857142857142857,positive
and I got hurt,0.0,neutral
I had the football in my hand,0.0,neutral
it was a little fake football,-0.34375,negative
and he landed here,0.0,neutral
I had a sweatshirt on,0.0,neutral
and I just got up,0.0,neutral
and I was kindof crying a little bit,-0.1875,negative
I felt kindof sick to my stomach,-0.7142857142857143,negative
and I just said,0.0,neutral
well I cant I gotta go home,0.0,neutral
I dont feel good,0.7,positive
so when I went home I pulled off my or my mom helped me out of my sweatshirt because my arm was hurting alot,0.0,neutral
and the the wrist,0.0,neutral
Imean youknow you could tell it was broken youknow,-0.4,negative
were taking you to the hospital,0.0,neutral
so I went down to the Vista hospital the hospital I was born at and got checked in,0.0,neutral
and the next thing I remember Im on the operating table,0.0,neutral
and theyre telling me to to count back from a hundred,0.0,neutral
seems like I made it maybe to ninety seven or so,0.0,neutral
and next thing I know Im waking up in my hospital room with I think my dad was there,0.0,neutral
and I have a,0.0,neutral
and I had that for the next six weeks or so in school,0.0,neutral
and I remember I would still play tetherball,0.0,neutral
because I was big into tetherball,0.0,neutral
but thats thats that illness,0.0,neutral
a little bit with my dad,-0.1875,negative
but it was over the phone,0.0,neutral
and he had a stroke around the end,0.0,neutral
okay,0.5,positive
just he slurred his speech and just had a little difficulty saying his words and stuff,-0.1875,negative
and just by being patient,0.0,neutral
it wasnt that bad,-0.6999999999999998,negative
so I just listened and tried to be patient with him,0.0,neutral
and it it wasnt terribly difficult,-0.5,negative
and he recovered quite well from his stroke,0.0,neutral
so,0.0,neutral
I guess in the army in my airborne training,0.0,neutral
one of the first things we hadta do was it was called the thirty four foot tower where we were connected to harnesses,0.25,positive
but you hadta go,0.0,neutral
but just that jumping out into nothing was scary,-0.5,negative
but I was excited and I did it,0.375,positive
but we looked back and there were some guys that couldnt couldnt get past that leap to to do the jump,-0.125,negative
and theyd wash outof the program at that point,0.0,neutral
one day the paramedics or the rescue team was called out to a popular rafting area river rafting area where young Sally a thirteen year old who was out with her family rafting had fallen outof the raft and was caught in the river,0.26666666666666666,positive
and Joe the fire rescue man climbed out on a branch and rescued Sally,0.0,neutral
and everybody lived happily every after,0.8,positive
alright,0.0,neutral
Billy was playing soccer with his friend Joe outside their house,0.0,neutral
and he kicked it,0.0,neutral
and the ball apparently flew out into his next door neighbor mister Smiths window crashing though the window and breaking the lamp,0.025,positive
mister Smith was startled,0.0,neutral
but he had kids of his own and wasnt too upset,0.0,neutral
he knew the window could be fixed and luckily he hadnt got hurt by the broken glass,0.011111111111111108,positive
the end,0.0,neutral
okay,0.5,positive
Joey was ready to go off to his friends house with his backpack all packed for an overnight trip,0.2,positive
his mother said,0.0,neutral
it looks like rain out there Joey,0.0,neutral
you better take this umbrella,0.5,positive
Joey said,0.0,neutral
no no its not gonna rain Mom,0.0,neutral
I dont need it,0.0,neutral
so Joey hopped out into the to walk over to his friends house,0.0,neutral
sure enough it started raining,0.25,positive
he ran home all wet and said,-0.1,negative
Mom you were right,0.2857142857142857,positive
give me the umbrella,0.0,neutral
and then off goes Joey,0.0,neutral
Im singing in the rain,0.0,neutral
Im singing in the rain,0.0,neutral
the end,0.0,neutral
the story of Cinderella starts where her father must leave to a foreign post for twenty years,-0.125,negative
so he takes his daughter over to his sisters house who has two children of her own to take care of her and bring her up,0.0,neutral
and once the fathers gone the sister takes advantage of Cinderella by making her do all the work and treating her like a second class citizen in her own home,0.0,neutral
treating her two little daughters like princesses but dumping all the work on Cinderella,-0.1875,negative
and she grows up finding solace in the animals around the house because theyre the only ones that treat her well and love her,0.5,positive
and she loves them back,0.25,positive
and she grows up to a fine beautiful young lady whereas her cousins are spoiled brats,0.45555555555555555,positive
and she is working one day when she hears her aunt reading a invitation to the princes ball,0.0,neutral
and she wishes she could go,0.0,neutral
but no she cant because she doesnt have any good dresses to wear,0.7,positive
but the little animals that live around the house the mice help make her a dress,-0.025568181818181823,negative
but then the stepmother finds out about it and destroys it,0.0,neutral
but here comes a little old lady which turns out to be nderell Cinderellas fairy godmother and provides her with the dress and makes a coach outof a pumpkin and makes horses to carry the coach outof her little mice friends,-0.09166666666666667,negative
and she gets to the ball,0.0,neutral
and she wins the heart of the prince,0.8,positive
but shes gotta run away from the the castle quickly at midnight because the spell will stop then,0.3333333333333333,positive
but one of her slippers falls behind,-0.4,negative
and the prince finds it and looks through the whole kingdom to find a girl that fits the slipper,0.30000000000000004,positive
and sure enough she he finds Cinderella despite the efforts of the evil stepmother to keep him away from Cinderella,-0.16666666666666666,negative
and she goes to live happily ever after with the prince,0.4681818181818182,positive
but shes still nel benevolent and brings her stepmother and her two cousins to live in the castle albeit not quite in the high level that she gets to live for the rest of her life,0.14424242424242426,positive
the end,0.0,neutral
okay theres a home with a little boy and a very upset mother,0.15625,positive
it looks like the little boy was going to have a birthday party,-0.1875,negative
and the mother had placed the birthday cake on a table,0.0,neutral
and the family dog had come in,0.0,neutral
and gotten into the cake,0.0,neutral
eaten part of it,0.0,neutral
and retreated under the couch because the mother caught him in the act and was chasing him with a broom,0.0,neutral
so hes under the couch,0.0,neutral
the mothers very upset,0.0,neutral
the little boy is crying,-0.1875,negative
and the guest are starting to arrive,0.0,neutral
theres another woman with probably her son bearing a gift,0.0,neutral
and then another mother coming with a daughter with a gift,0.0,neutral
and theyre just standing in the doorway watching what is going on,0.0,neutral
I take two pieces of bread from the loaf of bread,0.0,neutral
put it on a plate,0.0,neutral
I open the peanut butter,0.0,neutral
and get a knife,0.0,neutral
and spread the peanut butter on the bread,0.0,neutral
I would put the two pieces of bread together,0.0,neutral
and cut them in two,0.0,neutral
and I have a peanut butter sandwich,0.0,neutral
okay the most recent thing I can remember was about ten years ago,0.16666666666666666,positive
I had vertigo,0.0,neutral
extreme vertigo,-0.125,negative
and I was working at the time,0.0,neutral
I couldnt walk without bumping into things,0.0,neutral
I was afraid to drive,-0.6,negative
and I went through all this testing,0.0,neutral
I was never hospitalized,0.0,neutral
but I hadta take six weeks off from work,0.0,neutral
I never miss work,0.0,neutral
and Ive never had anything last so long or take such a toll on me,-0.025,negative
I did cat,0.0,neutral
and they could never find any reason for it,0.0,neutral
all the blood work was fine,0.4166666666666667,positive
its very frustrating because they dont know how to treat it or what to do,-0.4,negative
you just hafta wait it out,0.0,neutral
so I stayed at home,0.0,neutral
went through all the testing,0.0,neutral
went to the doctors,0.0,neutral
finally decided to go to a chiropractor,0.0,neutral
and my doctor agreed that was fine,0.4166666666666667,positive
so I went for massage therapy and muscle and nerve stimulant,0.0,neutral
and that helped,0.0,neutral
and they found out I have compressed discs in my neck,0.0,neutral
and my theory is that it cuts off the blood supply and you lose your equilibrium,0.0,neutral
now thats not proven,0.0,neutral
my regular doctor ofcourse doesnt go along with it laughs,0.15,positive
my chiropractor thinks thats the answer laughs,0.3,positive
but it was just a terrible ordeal,-1.0,negative
and Ive not had it return,0.0,neutral
just a little bit once in awhile,-0.1875,negative
but I find that when my back is outof alignment and my discs are compressed that it kindof slows down your your functioning,0.0,neutral
so anyway that was the worse thing Ive probably experienced,0.2,positive
somewhat yes,0.0,neutral
well my husband has been treated for lung cancer,0.0,neutral
and he had extreme hard core treatment,-0.20833333333333334,negative
he had chemotherapy and radiation,0.0,neutral
and he had brain radiation,0.0,neutral
they do that to ward off maybe the cancer coming back to your brain,0.0,neutral
but in the process of doing this my husbands been on alotof medications,0.0,neutral
and hes a very bright man and very articulate,0.7000000000000001,positive
during this time when he is on all the medications and going through this his speech was very slow,-0.30000000000000004,negative
his thought process was very unlike him,0.0,neutral
he just didnt process well at all,0.0,neutral
so you hafta be very patient,0.0,neutral
hafta listen,0.0,neutral
hafta try not to lose your temper,0.0,neutral
try not to be argumentative,0.0,neutral
tried my patience as much as its ever been tried,0.2,positive
just kindof wait wait it out,0.0,neutral
and finally when he was finished with the treatment a year later he started to come back to his old self,0.025,positive
and you work back into it from there,0.0,neutral
he still is not as quick as he was prior to all the treatment,0.16666666666666666,positive
but it his,0.0,neutral
and the communication is that they hafta blame somebody so the first person in line would be me,0.25,positive
its just a matter of speaking distinctly,0.3,positive
I hadta repeat my myself,0.0,neutral
I hadta make decisions for him,0.0,neutral
and I hadta get him to buy into that it was okay and not be angry about it,0.0,neutral
so we did work through that,0.0,neutral
actually it went pretty well,0.125,positive
and he was a much better patient then I thought he would be,0.5,positive
and,0.0,neutral
I do not wanna be a care giver laughs,0.3,positive
but you work through it,0.0,neutral
you do what you hafta do,0.0,neutral
oh yes,0.0,neutral
lets see,0.0,neutral
I guess the most frightening time would be I lived in Colorado,-0.5,negative
and I worked for the telephone company,0.0,neutral
and I lived in northern Colorado small town Greeley,-0.25,negative
and all the small offices in the telephone company were being closed down,-0.175,negative
centralizing into Denver and Phoenix and the big cities,0.0,neutral
I commuted from Greeley to Cheyenne,0.0,neutral
that once they closed my office I commuted first to Fort Collins,0.075,positive
we closed that office,-0.1,negative
Boulder we closed that office,-0.1,negative
and then I went to Cheyenne,0.0,neutral
and thats about just under a seventy mile trip,0.0,neutral
and its on il twenty five,0.0,neutral
it was winter time,0.0,neutral
the roads between northern Colorado and Wyoming are horrible,-1.0,negative
I was on the road and a storm came up,0.0,neutral
I slid off the road,0.0,neutral
ditched my car,0.0,neutral
and I hadta call for help to come and get me,0.0,neutral
and luckily I did have a mobile phone with me that did pick up transmission,0.3333333333333333,positive
so I was able to get a hold of my son back in Greeley,0.25,positive
and he came with a tow truck and got me out,0.0,neutral
but the wait was like four hours for him to get out there,0.0,neutral
and its very frightening because youre not really sure whats going to happen,0.0,neutral
but he did get me,0.0,neutral
we got back to town,0.0,neutral
they got my car back,0.0,neutral
and I was very careful from then on when I commuted between Greeley and Cheyenne,-0.1,negative
if it looked like it was going to storm or if there was any warning I stayed over,0.0,neutral
okay Im not real sure,0.625,positive
is that ice,0.0,neutral
it looks to me like theres water with ice on it,0.0,neutral
and a young girl has fallen through the ice,0.1,positive
and shes unable to get out,-0.5,negative
and theres a rescue person probably a firemen that is holding onto a stick or an overhang of some kind,0.6,positive
and he has on a life jacket,0.0,neutral
and he is going out to rescue her,0.0,neutral
and it looks like he is very close to getting her,0.0,neutral
and it looks to me like hes within reach of of grabbing her outof the water,0.0,neutral
very scary,-0.5,negative
theres a young boy playing with a soccer ball,0.1,positive
and he kicks it,0.0,neutral
it goes through a window,0.0,neutral
breaks the window,0.0,neutral
goes inside a house,0.0,neutral
knocks a lamp over,0.0,neutral
and theres a man sitting in a chair by the lamp,0.0,neutral
he gets outof the chair,0.0,neutral
retrieves the ball,0.0,neutral
goes to look out the broken window,-0.4,negative
but I dont think he finds the young man who kicked the ball,0.1,positive
hes just standing there looking out the window wondering where the ball came from,0.0,neutral
theres a mother with an umbrella,0.0,neutral
and her son with his backpack going to school,0.0,neutral
he is trying to leave,0.0,neutral
and his mothers trying to give him the umbrella to take,0.0,neutral
but he doesnt want it,0.0,neutral
so he waves goodbye,0.0,neutral
goes off without the umbrella,0.0,neutral
gets outside and it starts to rain,0.0,neutral
and it starts to rain really hard,-0.2916666666666667,negative
its coming down,0.0,neutral
and hes getting quite wet,-0.1,negative
so he turns back,0.0,neutral
goes home,0.0,neutral
and he appears to be quite soaked,0.0,neutral
his mother is scolding him,0.0,neutral
he then evidently leaves with the umbrella,0.25,positive
and walks to school in the rain with the umbrella,0.0,neutral
mother does know best,1.0,positive
www,0.0,neutral
okay Cinderella lives with her father,0.5,positive
and her mother had died,0.0,neutral
and her father decides to remarry,0.0,neutral
so his wife and her two daughters come to the house to live with them,0.13636363636363635,positive
and the mother the stepmother of Cinderella is very mean to Cinderella,-0.3125,negative
and the stepsisters are very mean to her also,-0.3125,negative
and the father is away,0.0,neutral
he really doesnt know this is going on,0.2,positive
but Cinderella hasta clean the house and feed the animals,0.3666666666666667,positive
and she becomes more of a chambermaid than a daughter while the stepsisters are pampered and get lots of nice clothes,0.6,positive
Cinderella makes friends with all the animals in the yard,0.0,neutral
and she longs to be part of the family and to be happy again,0.8,positive
shes looking out the window one day,0.0,neutral
and theres the castle where the the beautiful the handsome prince lives,0.675,positive
and she daydreams about being pretty and meeting the prince someday,0.25,positive
well the prince is in the castle,0.0,neutral
and his father says its time for him to marry,0.0,neutral
he needs to take a wife,0.0,neutral
and in order to find a nice young wife for him theyre going to have a ball and invite all the the eligible ladies from the kingdom to come to the ball,0.35,positive
so they send out invitations,0.0,neutral
and an invitation goes to Cinderellas house,0.0,neutral
but the wicked stepmother gets it,0.0,neutral
and she reads it,0.0,neutral
and the daughters ofcourse are going to go,0.0,neutral
and Cinderella thinks she should get to go also,0.0,neutral
so the stepsisters get all the get these beautiful gowns and get prepared to go to the dance,0.85,positive
and Cinderella goes to the chest where her mother had her things,0.0,neutral
and she gets herself a dress ready to go,0.2,positive
and is going to go to the ball along with the stepsisters,0.0,neutral
well they get ready to go,0.2,positive
and the stepsisters tear her gown,0.0,neutral
and theyre very mean to her,-0.3125,negative
and they tell her she can not go,0.0,neutral
so she hasta stay home and clean the house,0.3666666666666667,positive
and the mother the stepmother takes off with her daughters to the ball,0.0,neutral
well Cinderella is crying,0.0,neutral
and her fairy godmother appears and wants to know whats wrong,-0.5,negative
so Cinderella tells her she wants to go to the ball,0.0,neutral
and the fairy godmother says,0.0,neutral
I will grant your wish,0.0,neutral
and she gives Cinderella this beautiful gown with some beautiful slippers,0.85,positive
and turns a pumpkin into a coach,0.0,neutral
and the mice into beautiful horses,0.85,positive
and she sends Cinderella to the ball,0.0,neutral
but she cautions,0.0,neutral
you must be home before midnight because if you arent the magic will go away,0.5,positive
and the coach will become a pumpkin,0.0,neutral
and the horses will become mice again,0.0,neutral
dont forget to be home by midnight,0.0,neutral
so Cinderella goes to the ball,0.0,neutral
and she is the most beautiful girl at the ball,0.85,positive
and she dances all night with the the prince,0.0,neutral
and he is very taken with her,0.0,neutral
and they are dancing,0.0,neutral
and allofasudden she sees that its going to be midnight,0.0,neutral
and she runs away from the prince down the stairway,0.0,neutral
and she loses one of her glass slippers,-0.3,negative
she gets to the coach,0.0,neutral
and they barely get back home before the magic goes away,0.18333333333333335,positive
and she returns to her life cleaning the house,0.0,neutral
and the wicked stepsisters and the mother come home,0.0,neutral
and theyre very distraught about this beautiful girl that was at the the ball but she disappeared,0.125,positive
well a notice goes out to the kingdom that they have a slipper that they wanna fit to the beautiful girl who left the ball,0.4166666666666667,positive
and the prince visits all of these women and tries the slipper on all of these women,0.0,neutral
nobody can fit into this beautiful glass slipper,0.625,positive
he comes to the house of Cinderella,0.0,neutral
well the stepsisters ofcourse wanna try on the slipper,0.0,neutral
well it wont fit either one of them,0.4,positive
and the prince asks if there is anyone else in the house,0.0,neutral
and they dont want Cinderella to come out forth,0.0,neutral
but she does,0.0,neutral
and she tries on the slipper,0.0,neutral
and it fits,0.4,positive
and she turns into this beautiful princess again,0.85,positive
and the prince marries her,0.0,neutral
and they go away and live happily ever after,0.4681818181818182,positive
well in about I think it was two thousand and one I became ill with a fairly serious strain of viral something,-0.41666666666666663,negative
they couldnt really tell me,0.2,positive
but it was highly contagious,0.16,positive
I hadta stay outof work for a week,0.0,neutral
kindof isolated,0.0,neutral
I was allowed to stay home,0.0,neutral
I wasnt hospitalized perse except for the initial diagnosis in the er because I had spiked a hundred and four temperature and was having difficulty seeing,0.0,neutral
the one er doctor that came and saw me thought I might have meningitis,0.0,neutral
but then his superior came and said it wasnt meningitis,0.7,positive
it was just a really bad viral infection,-0.6999999999999998,negative
so I was laid up in bed,0.0,neutral
and what happened throughout each day and evening varied anything from spiking temperature to chills and hot flashes,0.25,positive
there was some vomiting ofcourse,0.0,neutral
alotof nausea,0.0,neutral
my husband was great,0.8,positive
he he wasnt my husband at the time,0.0,neutral
we were living together,0.0,neutral
but he made chicken soup for me and and did youknow the clear liquids and and apple juice and things like that and made sure that I was eating,1.850371707708594e-17,positive
it was kindof frightening actually because I didnt know what was actually happening,-0.16666666666666666,negative
a viral infection doesnt really describe much,0.2,positive
but I came through it okay,0.5,positive
I was really weak,-0.375,negative
I would say that after that week had passed it took me couple months really to feel like my old self again,0.15000000000000002,positive
but I was okay obviously,0.25,positive
Im okay,0.5,positive
thats it,0.0,neutral
sure,0.5,positive
what I specifically did about it,0.0,neutral
ohmygosh I am trying to remember a specific incident,0.0,neutral
holymoly I cant think of anything right offhand,0.2857142857142857,positive
I know I have been in those situations before,0.0,neutral
ofcourse I witnessed,0.0,neutral
its not always me that solves the problem,0.0,neutral
let me think let me think,0.0,neutral
well yeah that has happened,0.0,neutral
on the phone usually,-0.25,negative
just becauseof cultural differences too,0.1,positive
okay,0.5,positive
well in the couple instances that I remember I hadta just keep repeating myself,0.0,neutral
I would try to slow down my words,-0.30000000000000004,negative
speak clearly,0.10000000000000002,positive
try to find related words to what I was saying if they didnt understand exactly what I was saying,0.125,positive
and ask them leading questions to see if they understood what I was asking of them or trying to explain to them,0.0,neutral
and I believe resolution came about,0.0,neutral
from what I recall it sounds like it,0.4,positive
again I cant remember a specific instance with who I spoke to and what we spoke about,0.0,neutral
but in those cases youknow the couple,0.0,neutral
I remember youknow some time ago it worked out okay I guess,0.5,positive
no,0.0,neutral
oh yeah,0.0,neutral
oh so many to choose from,0.5,positive
she says trying to remember,0.0,neutral
okay frightened or scared,0.5,positive
well there was a time I was actually afraid for someone else,-0.6,negative
my husband and I when we first started dating he was involved in a group that did medieval reenactment,0.125,positive
and part of their events and group gatherings involved a a large gathering where the people could take on personas of warriors,0.21428571428571427,positive
and they would dress up in youknow armor and things like that,0.0,neutral
and go out and hit eachother with sticks and stuff youknow,0.0,neutral
no real swords or anything like that,0.2,positive
thats not legal,0.2,positive
but youknow like I said it was a reenactment,0.0,neutral
and at one point during a battle at this particular battle he was basically tackled by several members which isnt usual,-0.02777777777777778,negative
and when he fell he fell hard because he was wearing metal armor,-0.2916666666666667,negative
but they decided to step over him,0.0,neutral
and they wear fairly large boots with heavy grids,0.007142857142857131,positive
and it wrenched,0.0,neutral
they hadta call the paramedics from a nearby emergency center,-0.1,negative
we were out on the outskirts of town out on the the country side of Phoenix west Phoenix,0.0,neutral
and so the closest place was several miles away,0.0,neutral
and they called the ambulance,0.0,neutral
they came out put the neck brace on,0.0,neutral
loaded him,0.0,neutral
he was in alotof pain,0.0,neutral
I was freaking out,0.0,neutral
I didnt know what was going on,0.0,neutral
I heard things like convulsions,0.0,neutral
I heard neck broken,-0.4,negative
I heard just it was craziness,0.0,neutral
so they loaded him up on the ambulance,0.0,neutral
I ran back to my tent because I was out there camping with him,0.0,neutral
grabbed my car keys and hopped in the the car we had taken together,0.0,neutral
and met him in the emergency room,0.0,neutral
when I got there they had him in the xray taking xrays of his neck,0.0,neutral
it turns out he did not break his neck which was a great relief,0.8,positive
but he was pretty badly bruised and banged up,-0.22499999999999992,negative
he had severe,0.0,neutral
I was very grateful that it wasnt worse than it was,-0.4,negative
but that time inbetween youknow what happened and finding out from the doctors was,0.0,neutral
I yeah I was off the charts,0.0,neutral
what do you do with that,0.0,neutral
you have no idea,0.0,neutral
so it was that was really frightening to go through,-0.5,negative
hmhm,0.0,neutral
a particular area has had a flash flood,0.16666666666666666,positive
and a young girl has become trapped in a washed area,-0.05,negative
her life is in danger,0.0,neutral
people nearby seeing that shes in danger have contacted emergency services,0.0,neutral
an emergency worker has placed a life vest and a large security belt on himself,0.21428571428571427,positive
and he has moved himself out into the wash area where the young girl is where she is holding on to a branch nearby,0.1,positive
he has brought an additional security belt for her to secure her to him,0.4,positive
he is reaching out into the branch where she is holding on nearby,0.0,neutral
and is assessing the situation inorderto secure her life and the the belt around her more properly,0.2,positive
she looks afraid,-0.6,negative
and so far the situation is unresolved,0.1,positive
thats it,0.0,neutral
a young boy is playing soccer in his neighborhood,0.1,positive
and kicks the ball fairly hard,-0.2916666666666667,negative
thereby having it fly towards the window of a nearby home,0.8,positive
the ball hits the window so hard that it actually breaks the window and flies inside the home,0.16944444444444443,positive
inside the home the owner a young man is sitting in a chair near the window as the ball flies inside where the ball knocks over a lamp on a nearby table startling the man,0.125,positive
the man gets outof the chair picks up the ball and looks out the window to see what has happened,0.0,neutral
thats it,0.0,neutral
a mother and her young son are arguing over whether or not the young boy should take an umbrella to school with him,0.1,positive
the young boy assures his mother that it wont rain and that an umbrella isnt necessary,0.05,positive
as the young boy begins walking to school he notices that it does actually start to rain,0.05,positive
upset that he is getting rained on and soaked from the rain he turns around and runs back home,0.0,neutral
standing in front of his mother where hes completely drenched she looks at him disapprovingly,0.1,positive
he gets the umbrella and heads back to school being covered by the umbrella sheltered from the rain,0.0,neutral
Cinderella is a young girl living with her father whose wife has died,0.1,positive
and he decides to remarry,0.0,neutral
when he remarries the woman that he brings home has two young daughters Cinderellas new p stepsisters,0.11818181818181818,positive
as the the her father dies not too long after he remarries leaving Cinderella alone with the new wife and the two stepsisters,0.043181818181818175,positive
as they grow older Cinderella is made to become a scullery maid while the stepmother indulges her daughters,0.16666666666666666,positive
and they treat Cinderella very poorly,-0.4,negative
Cinderella makes friends of the barn animals that are at the the house where she is,0.0,neutral
mice horses ducks that sort of thing,0.0,neutral
and but the stepsisters and the stepmother still dont like her,0.0,neutral
one day they receive word that theres going to be a grand ball,0.5,positive
and all the young ladies who are eligible to marry are requested to attend as the king wishes his son the prince to marry,0.1,positive
Cinderella and the stepsisters are very excited to hear this news,0.375,positive
Cinderella goes to her hope chest where her mother has left her some dresses and patterns,0.0,neutral
Cinderella uses these patterns and dresses and the assistance of her friends or her animal friends which include some very savvy mice to create a beautiful ball gown for Cinderella to attend the ball,0.85,positive
the stepsisters and stepmother find out that this is what Cinderella has planned and in an a jealous and angry fit rip Cinderellas dress to shreds,-0.04999999999999999,negative
Cinderella crying runs out into the courtyard where her fairy godmother visits her,0.0,neutral
tells her that she will send her to the ball,0.0,neutral
and waves her magic wand,0.5,positive
creates a,0.0,neutral
Cinderella arrives at the ball catches the eye of the young prince and they dance the night away together,0.1,positive
at the stroke of midnight Cinderella remembering her fairy godmothers words of warning that she would hafta leave the ball at that time leaves the ball,0.0,neutral
the prince is upset and tries to follow her,0.0,neutral
in her hurried rush to leave she drops one of her shoes a glass slipper,0.0,neutral
she makes it back to the coach and is about halfway down the road when it goes back to being a pumpkin,0.0,neutral
and shes in her standard scullery clothing,0.0,neutral
it is heard that the girl that the prince was dancing with disappeared and that hes looking for her,0.0,neutral
the king sends out his archduke to try to find the girl,0.0,neutral
the duke has the glass slipper in hopes of finding a match to a foot,0.0,neutral
they get to Cinderellas house,0.0,neutral
the stepmother realizing that it was Cinderellas glass slipper trips the archduke,0.0,neutral
as he loses control of the glass slipper it smashes and breaks,-0.3,negative
the godmother or excuse me the stepmother thinks she has youknow harmed Cinderella,-0.05,negative
and the archduke is beside himself,0.0,neutral
Cinderella pulls the glass slipper outof her clothing pockets,0.0,neutral
and everyone knows then that yes she indeed is the the girl from the ball,0.0,neutral
and the archduke lets the prince know,0.0,neutral
Cinderella and the prince get married and they drive off into happiness forever and ever,0.475,positive
thats it,0.0,neutral
I would take the peanut butter and jelly from the refrigerator,0.0,neutral
I would take the bread from the bread cabinet,0.0,neutral
open the bag of bread,0.0,neutral
place two slices on the counter,0.0,neutral
grab a knife from the silverware drawer,0.0,neutral
open the jar of peanut butter,0.0,neutral
and spread peanut butter on one slice,0.0,neutral
open the jar of jelly,0.0,neutral
and spread jelly on the other slice,0.0,neutral
place both slices together,0.0,neutral
put the lids back on the peanut butter and jelly,0.0,neutral
close the bag of bread,0.0,neutral
put the bread back in the bread box,0.0,neutral
and put the peanut butter and jelly back into the refrigerator,0.0,neutral
a young boy is having a birthday party at his home one afternoon,0.1,positive
guests began arriving with their parents and gifts in hand,0.0,neutral
they come into the living room to find the birthday boy and his mother upset at the family dog who has taken a large bite outof the birthday cake that is s,0.21428571428571427,positive
the dog has walked away and placed itself underneath the l,0.0,neutral
the boys mother is angry and looks asif she is going to punish the dog with a broom,-0.5,negative
the birthday boy begins to cry while his guests are looking on,0.0,neutral
a young girl finds that her cat is stuck in a tree and begins calling for the cat to come down,0.1,positive
a neighbor man hearing her cries decides to help her,0.0,neutral
uses a ladder against the tree to climb up to try to rescue the cat,0.0,neutral
while he is trying to rescue the cat another neighbor dog comes by and begins barking at the cat knocking the ladder over stranding the man in the tree,0.0,neutral
neighbors nearby hearing the dog barking and the girl crying for the cat call the fire department to come remove the cat and the man from the tree,0.0,neutral
thats it,0.0,neutral
it it looks like its a boys birthday party,0.0,neutral
and probably while the mother was in the another room her puppy ruined the boys birthday cake just as her guests was m,0.0,neutral
and shes about to punish the dog quite severely for eating the cake,0.0,neutral
okay get the bread,0.5,positive
take two two slices of bread from the loaf,0.0,neutral
open the jar of peanut butter,0.0,neutral
spread the peanut butter on one slice of bread,0.0,neutral
spread the jelly on the other slice of bread,0.0,neutral
put the two together,0.0,neutral
and serve,0.0,neutral
well the sickest Ive ever been I think was gosh about five years ago,0.0,neutral
and I was sick for like two weeks,-0.7142857142857143,negative
I couldnt eat,0.0,neutral
its just really gross,0.0,neutral
I couldnt shower,0.0,neutral
I was really tired,-0.4,negative
everything was green that came outof my nose,-0.2,negative
I it was just really bad,-0.6999999999999998,negative
and I dont know if I had the flu or not,0.0,neutral
I just know that I just couldnt handle even standing up,0.0,neutral
but I finally did get over it,0.0,neutral
no,0.0,neutral
yes,0.0,neutral
ERROR,0.0,neutral
and youll try to say it the best you can but,1.0,positive
I dont know how to explain it,0.0,neutral
or you try to speak as clearly as you can but they still dont understand even that much English,0.05000000000000001,positive
try to simplify it and they still dont understand,0.0,neutral
or they dont understand your accent,0.0,neutral
or if they repeat it back to you you dont quite get it what theyre trying to say,0.0,neutral
when I was younger my brother and I liked to go to my neighbors house,0.3,positive
and he had a pack of Dobermans,0.0,neutral
and we would tease the dogs because they were fenced in,0.0,neutral
and we would go on our way,0.0,neutral
it was it was nothing,0.0,neutral
it was nothing,0.0,neutral
we didnt abuse the dogs,0.0,neutral
we would just mess with them,-0.175,negative
and then we would go on our way home,0.0,neutral
and inevitably the dogs would always get out,0.0,neutral
and wed literally hafta run for our life with a pack of Dobermans on our heels,0.0,neutral
and I was afraid of dogs pretty much my whole life until about two thousand because I had images of dogs chasing me for dear life,-0.04999999999999999,negative
but they never did catch catch us,0.0,neutral
and they never hurt us,0.0,neutral
but still I was afraid of dogs,-0.6,negative
this young girl has been caught in a flood water or a raging river,0.1,positive
and someone saw this,0.0,neutral
called for help,0.0,neutral
help did arrive,0.0,neutral
and he is in the process,0.0,neutral
this fireman or rescue worker is in the process of of trying to get her outof the water and take them both to safety,0.0,neutral
