text,intra_sentence_similarity
Carl and the baby ran to do laundry,0.173185229
Carl ran downstairs and the baby crawled into the laundry area,0.217700839
however apparently the laundry is down in the basement,0.372647524
Carl went down to get the baby,0.219318643
and the baby again climbed onto Carls back and rode him like a horse,0.234499797
they ran around the house and made a big mess,0.271196485
then suddenly Carl ran over to the fish tank and baby baby jumped in,0.206004664
while the baby was on Carls back it Carl ran over to the fish tank and the baby apparently jumped in the fish tank to go for swimming,0.207966045
next they began to play in the entertainment room,0.307160497
Carl turned on some music,0.278606743
and the baby laughed and watched Carl dance on two feet,0.21181266
then the baby again rode on Carls back to the refrigerator,0.258792967
and they started to raid the refrigerator,0.324963689
the baby was opening up sticks of butter while Carl opened up a loaf of bread,0.201920301
Carl had some grapes in his mouth and the baby,0.241057381
the Carl actually had grapes in his mouth and poured a cup of chocolate milk for the baby,0.21414797
aswellas regular milk,0.363195151
then they raided the cookie jar,0.333185703
Carl opened the jar with his mouth and the baby began to take cookies outof the jar,0.188856602
they made a mess in the kitchen,0.290966243
and then again the baby rode Carls back on Carls back up the stairs,0.259680539
then since the baby was so dirty Carl started the bath water,0.223239958
stuck the baby inside,0.391004175
washed the baby with a cloth and soap,0.296839118
and Carl made bubbles,0.291113555
then Carl took the blow dryer in his hand and blew off the baby,0.209371448
and then threw the baby in back into the crib,0.3223252
Carl threw away the dirty items aswellas cleaned the floor with his tongue,0.190698117
the dog looked out the window and watched for the mom,0.279735595
then the dog Carl made the bed and cleaned the room,0.279564291
the mother returned while Carl watched from the window on the second floor,0.310782641
Carl sat by the crib while the baby was apparently sleeping,0.251137644
mother came home and said,0.366367787
good Carl,0.444834292
you took care of my baby very well,0.242841825
www,1.000000119
okay,0.99999994
so Ill just go,0.435801059
okay,0.99999994
mhm,0
one day a family of mouses one day a family of mouses,0.312243819
they all climbed into the the red pickup truck,0.291535884
some of the kids one of the kids had a little toy doll,0.269105613
and some of them one of them had a cane,0.335925609
apparently the father,0.626409531
and one of them had a large thermos,0.356937826
they drove up a steep hill and hit a rock,0.251740545
and the truck went flying and lost and they lost one of the kids,0.307579637
one of the kids wheres the one carrying a little stuffed animal,0.316463768
the truck drove on,0.363814086
and the little baby mouse was on the ground along with the stuffed animal,0.324081481
the family arrived at the picnic spot and all exited the truck,0.296299815
they walked over to a a clearing and opened up the blanket and got ready for their picnic,0.262625039
the kids started playing,0.415981561
and they were next to a small lake with a real small pier on it,0.274375707
the kids started playing,0.415981561
the parents spread all the food out on a blanket,0.306138426
meanwhile the baby was lost still lost with the stuffed animal,0.295375466
the lost one walked around and tried to find his way outof the forest area,0.252348334
and the family still kept going on with the picnic,0.31487599
one of them was sailing a boat,0.314317197
another one went swimming diving,0.471087843
the family was eating,0.442817628
some of them were taking pictures,0.410329968
at the picnic they had watermelon sandwiches ice tea salad cheese,0.288397759
the baby n was hungry and began eating either flowers or berries,0.237257928
Im not good at interpreting drawings so,0.239679143
back at the picnic the family realized that they were missing one of their children,0.3233684
noone had eaten the food,0.313502699
they looked all around the picnic site and could not find him,0.302708417
they started crying and panicking,0.48720178
they all packed up the picnic items and headed towards the truck,0.282892913
meanwhile the baby was napping in a lost area of the forest,0.297582209
they drove around looking for the baby,0.303575099
the baby also wandered around looking for his family,0.339791715
they drove back along the road and discovered the baby,0.330799371
theyre all very happy that they discovered the baby,0.365920484
and the baby had forgotten his little stuffed animal,0.303200454
walked back and found it,0.345520437
and was very happy,0.375558376
then they went back to have another picnic with the lost baby and the babys stuffed animal,0.272016913
oh Im gonna cry in a minute,0.161945984
Im just kidding,0.381245226
alright,0.999999881
lets see,0.576554179
www,1.000000119
really the only time I was hospitalized is for a minor neck injury in a car accident,0.254805952
nothing really I havent been really sick in a long time,0.311757684
I guess Ive been pretty lucky that way,0.381882697
I remember getting the flu kinda,0.338129878
two years ago I caught a pretty bad cold,0.235155419
and it was really worse because I couldnt stop working,0.325777769
so it was really tough to keep working,0.376959473
but the worst time experience in my life was when I injured my back,0.27451092
and that was an extreme pain for two weeks,0.283709735
solid,1
nonstop,1.000000238
that was the worst,0.437615991
and it affected my mobility,0.375913233
it was incredible,0.437906176
I had no it was bad,0.341540039
that was about nine years ago,0.317720056
I had I wasnt working,0.3279607
I had no health insurance,0.313341856
so I just rode it out,0.411034912
thats all I really know,0.454037786
yes,0.999999881
I tried to explain it in a different way using different words different sentences using examples,0.328332543
or not or letting them reexplain making them repeat back what I just said so they understand it,0.390242368
so I understand what theyre what theyre listening to what Im saying,0.371578693
yes,0.999999881
when I was injured I was very when I hurt my back,0.329717785
I mentioned that earlier,0.462863624
I was worried about this how serious it really was,0.380941093
and it I was afraid that it might have been a permanent injury,0.322714984
and if it,0.460278392
and I how I dealt with it,0.321385831
I didnt,0.52442956
I just rode it out and hoped for the best,0.257332295
and I finally recovered on my own without getting needing surgery or anything,0.321951866
I just got through it I guess,0.47982344
its a tough one,0.42447865
oh I this is the fun part,0.261186033
I love magazines too,0.416616976
go ahead Im I know what Im gonna do but I like I give up on it,0.281143844
okay go ahead,0.513032198
www,1.000000119
one day in October there was severe rain,0.288434267
and it was intense and very rapid,0.407824308
unfortunately a woman drove along a road that was flooded,0.291977733
the flood it her car stalled,0.319321096
the water level rose rapidly,0.404491425
and it was so high it started pouring into her car,0.274901509
she got out and jumped in the water,0.261384726
and started going down the rushing water,0.40512538
the rushing water caught her,0.389810652
she got lucky and it she landed on a branch,0.236070082
and some firemen came to rescue her,0.361908197
they rescued her without injuries,0.384250253
and she is now fine,0.303228468
one day a young boy named Johnny about eleven or twelve was playing with his soccer ball,0.207075492
he accidentally kicked it through his neighbors window,0.327848077
it broke the glass aswellas went all the way through the window and struck into a mans lap sitting in his recliner chair,0.222676352
he looked out the window and to see who it was,0.268371284
finish make a beginning and end,0.383811414
beginning middle and end right,0.499065101
after the man had the soccer ball he went out to see who it was,0.245741189
turned out it was Johnny,0.289640605
and Johnny said,0.333633095
Im sorry,0.42297408
and he said,0.372952074
you should have your parents pay to have the window fixed,0.35752064
but Im not angry,0.352475882
every boys fantasy,0.443153024
a young lady wanted to go for a walk one day,0.263573617
her mother gave an an umbrella yet she didnt wanna use it,0.204057857
she walked she was walking along down the street down to a supermarket,0.301769495
it began rainy began raining,0.375056177
oh thats not what the picture says,0.291417837
can I go over start it over,0.330718994
one day a young girl wanted to go down to the supermarket,0.277265877
her mother said it might rain today,0.321852893
and she gave an umbrella,0.249171793
the girl refused the umbrella,0.370686978
started walking down to the neighborhood supermarket,0.382213354
and it began raining,0.40151602
she then returned home and was soaking wet,0.320392311
she came back,0.480287492
her mother gave the umbrella,0.342135847
then she went back out,0.473919511
went down to the market and returned,0.354225308
www,1.000000119
okay,0.99999994
this is the story about Cinderella a nice young lady who wanted to go to the ball but she had lived with an evil stepmom and three evil stepsisters,0.199957594
she was made to clean the house while the stepsisters got ready for the ball,0.273802787
somehow she found an invitation to go to the ball or someone invited her,0.253940195
she went to the ball and looked very pretty,0.295861751
and up suddenly a prince rode up and said,0.249597713
Im looking for this person whos sposta be my princess,0.238942072
I know its her if her foot fits in the shoe,0.213766724
he came over and tried the shoe on Cinderella,0.235271573
it was the right fit and turned out that was his princess,0.307818353
and they went off and she became a gold digger and rescued,0.270745307
they settle down,0.51470089
theres a little girl and she was playing outside with her bike and her cat,0.258323222
the cat got up in the tree,0.264551699
and she couldnt get him to come back down,0.312433988
so her dad went out to try and help,0.287293553
got the ladder climbed the tree,0.354330659
then the ladder fell over,0.392337501
so hes now stuck in the tree with the cat,0.215286627
and the dog is barking,0.372440696
but he cant really climb the tree to help,0.263474077
so the firemen have showed up with a tall ladder to save the man and the cat,0.242040187
to make a peanut butter and jelly sandwich first you need some really good high quality sprouted grain bread,0.300848842
maybe,1
so then youd take two slices,0.305125117
and you wanna get a nice high quality peanut butter,0.266810507
preferably just peanuts,0.537142217
maybe a little bit of salt,0.346043259
nice organic,0.543355584
and then you can spread the peanut butter,0.349446476
and then for your jelly you could actually use a preserve or fruit jam that you make yourself so its got really pure high quality ingredients,0.300691009
and you would just,0.509419918
and then you would introduce the two slices to each other,0.379418612
and you have a sandwich,0.345670283
in elementary school I was rollerblading with my aunt,0.226083502
and she took off down a hill,0.280406237
and I went behind her,0.31890893
and I ended up cutting my leg on a brick wall up to the bone,0.232657373
but I didnt really feel it at all,0.352511406
I didnt feel any pain or anything,0.36811012
I was just happy I had ke avoided,0.323626757
but when I looked down and saw all the blood,0.319509625
oh,0.999999881
and then I kicked into ke a pain association,0.227763847
so I hadta go get stitches,0.45160079
and a large man carried me into a wheelchair,0.278597027
and it was awkward,0.363618404
and there was an angry woman from the complex who was also out front,0.268514127
and she was I think she was pretty spun on something else,0.265035242
and she was just shouting having fights with everybody,0.375708491
so she came over and attacked us,0.292390287
and my friend was she was trying to attack one of my friends,0.263804048
so we were trying to get in the way and stop her from doing that,0.290426165
and during the whole commotion as we were trying to separate this really upset woman a guy came out from the car and actually knocked out one of our friends with ke just a,0.24891673
and and then he was actually,0.471556038
because my friend then got really pissed off because that was her boyfriend,0.359047443
and she was just kinda screaming,0.358049691
and he was about to knock her out,0.275082171
so that was a little bit high tension,0.347706258
hadta break that up and call the cops and all that,0.351341546
Ive had experience with someone that has a really hard time communicating in that they cant really have a genuine conversation with you because they cant get around their own,0.295561939
just very self oriented kindof selfish in a way,0.358079374
cant really have a two person conversation because they dont move past a certain point in their mind,0.268641353
they just loop the track and go right back to another place,0.368356586
yeah I try to just be patient and continually try to open those doors of communication,0.279292583
so its its my mother,0.374223858
so its a lifetime process,0.388417274
but maybe in the next twenty years or something we can talk,0.25903818
so theres a little boy playing soccer outside trying to learn how to kick the ball better,0.260316908
and he still hasnt quite learned,0.295622706
so as he kicks the ball it goes through the window into the house,0.276112318
and theres a man sitting inside probably his dad who looks out and sees that the ball has come flying through and looks out to see what happened,0.257914692
so there is a little boy getting ready for school,0.309492469
and his mom comes up and says,0.264857531
dont you wanna take your umbrella,0.371691555
and he says,0.357835323
no,0.99999994
hes asserting his independence and making decisions for himself,0.354496956
so he doesnt wanna take his mothers good advice,0.253822148
he goes out for the day and realizes that its raining raining very very hard,0.302335471
there are puddles everywhere,0.47599262
its really uncomfortable to be that wet,0.387914866
so he runs home totally drenched to get the umbrella from his mother and then walks out and feels alot better because now he has some weather protection,0.23857148
so there is a little girl whose mother has died,0.272143036
and so her father meets someone else and wants to have a new mother for her,0.295930624
so shes introduced to her new stepmother and her two stepsisters,0.285667777
shes excited,0.364216477
but it turns out that the two stepsisters are actually very mean,0.353726178
and the stepmother is very cruel,0.354748458
so all the years as shes raised with them during the beginning few years its its okay,0.245113686
its not great,0.460457683
and then her father dies,0.451356471
and shes left alone with the wicked stepmother and sisters,0.319798857
and they basically make her to be a maid,0.315238774
theyre never very kind to her,0.386211157
and she hasta do all the work on the farm,0.255806684
and she hasta work with all the animals and basically serve them all their food,0.374812186
so theres also in the same area a castle and a prince and a king that live all the way in the castle,0.31280306
and the king is getting very antsy and wants to find a bride for his son the prince,0.271184087
so he declares that there be an invitation sent out to all the homes in the region,0.267285913
so an invitation for a ball sothat the prince can choose a bride,0.259531826
and they get this invitation at Cinderellas house,0.264777452
the stepmother reads it,0.375716269
and the ugly mean stepsisters are very excited,0.278622031
they wanna go meet this handsome prince,0.331748933
and they are just so convinced that they are going to be the ones selected to live in the castle and become a princess,0.314245373
so they get ready for the ball,0.341546357
and Cinderella also gets very excited and wants to go to this ball,0.263378084
she wants to go dance and have fun,0.276105136
so she hangs out with all her little animal friends and is up all night with her little mice friends making this beautiful dress for the ball,0.276451439
and when she goes out and is about to leave her stepsisters tell her that shes not allowed to go,0.259917349
shes not going to go,0.319098353
they rip off all of her jewelry,0.236588031
they tear apart her dress,0.369877696
and they leave her locked in the house as the stepsisters leave and the wicked stepmother goes aswell,0.301824212
so Cinderellas very sad,0.406939924
she doesnt know what to do,0.373237967
and then her fairy godmother appears and tells her that shes going to help her go to the ball and fulfill her destiny,0.28267616
so she taps a pumpkin making it a beautiful carriage for her to ride creates a beautiful dress for her gives her these delightful glass slippers and tells her that she has until midnight to go out and enjoy the ball,0.220576465
but she hasta be gone by midnight because everything else will turn back to what it was,0.273586214
so Cinderella goes and is very excited,0.284452319
and as soon as she arrives she is instantly noticed by the prince who is dancing with her all night,0.246012345
and the stepsisters are very jealous,0.365751177
they dont know who this woman even is,0.329647899
and shes having a great time,0.334604621
but then she realizes that this the clock is about to strike,0.345902205
and so she runs in such a hurry,0.217092797
and the prince goes after her like,0.32798484
wait,0.999999821
you cant leave,0.416469067
why are you leaving,0.40902248
and she just says,0.364812225
I hafta go,0.344321698
and she leaves,0.452799678
but one of her slippers her glass shoes is left behind,0.243592113
he holds on to this shoe and takes it to the men that work for his father and tells them to search the whole country for the woman who owns this shoe,0.258146137
so Cinderella makes it home that night and is just still very happy because she had such an amazing night out sitting on her pumpkin looking at her one shoe,0.246306628
and the next morning the men from the castle arrive,0.366680592
and they are trying the shoe on everyone in the house,0.315749347
but it doesnt fit the fat foot of the sister,0.21945928
it doesnt fit the fat foot of the other sister,0.215261102
and it sure doesnt fit the fat foot of the wicked stepmother,0.218736842
but it does fit the foot of Cinderella,0.253413767
so they know that shes the one that was at the party,0.311369061
and she goes and marries the prince and lives happily ever after,0.311612636
I would open the can of or jar of peanut butter,0.239600748
take a knife,0.402715951
and get some peanut butter on on the knife,0.285683006
and spread it on the,0.396948785
and then we get a spoon and and take some jelly outof the jar and spread it,0.262719452
put the other slice on the top,0.338701636
thats it,0.506868482
it looks like the family caught,0.35059166
and the father goes up the tree to to rescue the the cat,0.316211283
and he goes up a ladder,0.267026007
and and while hes up there somehow or other the somehow or other the ladder fell off fell away from the tree,0.270407438
now hes now hes stuck,0.311661065
and the dog is barking,0.372440696
hes all excited,0.30306229
and a little girl I guess thats his daughter is trying to coax a cat to come down,0.225330725
and somebody had called the firemen to come out and rescue the father,0.33589524
and so theyre theyre on their way to to put up a ladder and and get the get the father down,0.282664627
oh a good many years ago I was diagnosed with congestive heart failure,0.196591437
and a year ago this last June,0.264348865
and its always a concern of my doctors,0.32711792
and and I have diabetes,0.395107567
and a year ago this last June Ill never forget it,0.194782302
I was taking a shower on a Sunday morning getting ready to go to church,0.246974155
and Ive started panting,0.312333137
Id never got got there before,0.369571418
just over and over,0.575900018
and I couldnt get it outof that shower fast enough and get dressed,0.270861417
and so I called nine nineoneone,0.261680424
and they took me into the hospital,0.304705203
and that night I went to the bathroom,0.317154288
and I and I was vomiting throwing up,0.30541563
and before I got back to my bed a nurse comes running in,0.237087727
she says,0.534550965
how do you feel,0.566275716
I said,0.525946558
I feel okay,0.577349424
and she said,0.380783647
oh your heart just stopped for six seconds,0.252171516
and so with that that very night they put a,0.394405723
so Ive been in great shape ever since,0.291220695
I exercise alot,0.429462016
but I thought my time was up but got through it,0.351529598
yeah,1
youknow its a funny thing,0.292025745
when when the nurse came in and told me that my heart had stopped I was just went back to bed and went to sleep,0.253215253
I dont have any worries about death,0.318276703
I figure that the good Lord has been really good to me for a very very long time,0.296062291
so,0.99999994
ERROR,1
oh Im really scared of heights,0.224917203
I remember my couple of my sons and my wife and I went to HolyLake,0.255638719
and we decided to take a back road back to where we were staying at HolyLake,0.306428969
wed be gone out shopping or something,0.280291617
and allofasudden there was this this downpour like you wouldnt believe,0.330496609
Imean it was just like the whole skies had opened up and dropped,0.265631557
and so we had crossed this little bridge wooden bridge,0.321289063
and we couldnt get go any further,0.313703269
we noticed the water,0.378352135
I told my wife,0.407614559
I says,0.516602457
hey you you walk,0.525674939
Im gonna back this car out very slowly,0.254787147
you know what she said to me,0.394786119
she says,0.534550965
if you go I wanna go with you,0.428263485
I thought,0.680924118
wow,0.99999994
that that bridge mustve been slippery,0.343561471
and I backed up very very slowly,0.335603118
that scared the life outof me,0.314049751
that was really scary,0.459074438
yep yep,0.999999642
yes theres a lady here,0.331946522
I I like to sing,0.427781224
theres a theres a operatic soprano that comes here once a month and and leads us in group singing,0.246030271
and we had a talent show,0.313670665
and this one one lady she had had a stroke at one time,0.309967637
and she wanted to sing with me,0.337961465
and God bless her,0.428334266
I cant I have a hard time understanding her just talking,0.316443145
but we got through it,0.411583334
we sang together and did something,0.307758659
and but shes a real sweet lady,0.276704729
and I I I always have a hard time understanding her,0.365539402
there is one other lady that is hard to understand,0.348472148
but anyway theyre stroke victims,0.369861603
so I guess that happens,0.539263785
this little boy is playing out in the yard,0.246534944
and he and he kicks this,0.337242842
it must be a basketball,0.306384742
gives it a good kick,0.344429374
and it goes right through the window of this this house,0.367394388
and it knocks over a lamp in this living room,0.263644189
I dont know if its his house or if its a neighbors,0.234557763
but anyway the man looked like he was kindof upset,0.336975396
he picks up the ball,0.313928634
and he looks at the hole in the window,0.288676977
and and hes hes probably perturbed,0.301269412
thats about it I think,0.427700669
looks like this little boy is is getting ready to go someplace,0.32567656
and his mother says,0.425196886
its its sposta be raining,0.508611619
its sposta rain,0.539036095
and you better take this umbrella,0.388552397
and the little boy just waves waves and,0.378512919
well nah I dont need the umbrella,0.238641322
and so he goes out on his for his walk or to school or wherever,0.23973918
and sure enough he gets caught in the rain and goes inside,0.269032389
and he looks like hes kinda down in the dumps,0.22115083
and his mother is frowning at him saying,0.29903689
I told you take the umbrella,0.291528344
and so this time he does take the umbrella and walks out in the rain,0.263609141
Cinderella I believe was kindof a,0.315495282
I believe she worked for this wealthy family if Im not mistaken,0.269088656
and she was always envious of the rich the people that had alot more than she had,0.293327332
and she wanted to go to this ball,0.327414393
and I forget how the shoe is involved,0.24707526
I believe she danced with this prince,0.335508764
I believe she was told that if she could wear if this shoe would fit her she would be accepted,0.305889308
ohgosh,0
and it did fit her,0.314958781
and everybody was so happy,0.357512981
I dont I dont remember,0.510087967
flunked that part,0.460755885
so a little girl lost her cat up the tree and then couldnt get the cat outof the tree,0.222225115
so there was a,0.399431646
the neighbor said,0.427221656
oh Ill come over and get your cat outof the tree,0.193635687
and put the ladder up ke on the tree and started climbing up the tree,0.27703324
and when he got up in the tree he realized he couldnt get to the cat,0.239154488
meanwhile the dog came along and knocked the ladder over and started barking at him,0.297843635
and he got scared,0.337912738
and so finally another neighbor hadta call the fire department so they could save the cat and the guy in the tree,0.283813834
to make a peanut butter and jelly sandwich first you needta have a loaf of bread peanut butter and jelly,0.285604507
you untwist the bag of the bread,0.299649984
take out two pieces of bread,0.297768235
unscrew the caps for the peanut butter and the jelly,0.308671683
take out a knife,0.366785765
put put some peanut butter on the knife,0.295358181
or scoop the peanut butter out with the knife,0.281729341
and spread it onto one of the pieces of bread,0.31980899
and then you needta scoop out,0.378992677
and then place that on the other piece of bread,0.377946705
put the knife down,0.364600301
and put the two pieces of bread together,0.347803175
and if you want you can cut the peanut butter and jelly sandwich in half with the knife,0.244090274
or you could eat it whole,0.416323632
I was hospitalized once when I was in SouthAmerica,0.355522126
I was on vacation within a vacation,0.299100637
and I was out late one night at a bar and restaurant coming home,0.253764123
and I got jumped and stabbed and subsequently led me to be hospitalized,0.220877498
and what I remember I hadta I the doctors didnt have any anesthesia,0.313037217
so I hadta watch them stitch me up without any anesthesia,0.32874459
and it was a pretty terrible experience,0.352182239
and I recovered,0.389031291
so thats good,0.441452503
yes Ive been in a situation where I was frightened and scared,0.249386236
that was this one time when I was the same time I guess,0.37458396
should I use the same story,0.334937453
okay so the same story I had before when I was in SouthAmerica and I got jumped and stabbed I was pretty frightened for my the safety of my life,0.218336791
and so that was a scary time,0.32731688
I dont Im really sorry,0.399973571
it was dark and scary,0.310055733
I believe Ive had experiences with people whove had a difficult time communicating,0.299058676
Ive spoken with people who are shy and arent very confident,0.243865386
and I would take my time and listen to them and try to help them along with their conversation and just be patient and try not to say anything negative to them,0.353351802
I wanted to help them along with their conversation,0.388536394
so there was a young boy who decided to go out and practice his soccer game,0.230077684
and while he was out practicing he kicked the soccer ball into the neighbors window,0.269875735
and the neighbor was at home while this happened,0.322633207
freaked him out because a ball came flying through his window and crashed,0.273210704
and so the neighbor decided wanted to know what happened,0.368268311
and so he grabbed the ball,0.288835466
realized some kids mustve been outside and kicked the ball through his window,0.26604116
so he decided to go reconcile the situation by bringing back the ball and getting some information from the boy,0.281181693
okay,0.99999994
so it was early in the morning,0.327455521
and the young boy young boy hadta go to school,0.307161987
and it was raining outside,0.397721291
so the mother said,0.350524873
you gotta take your umbrella,0.337708116
and the boy said,0.303757787
I dont wanna take an umbrella,0.262304008
Ill be fine,0.337402701
I like walking in the rain,0.304194093
and the mother is,0.448934048
okay well go ahead,0.382962227
so the boy starts walking out into the rain and starts getting really wet and realizes,0.304786891
oh its not that fun to go walk in the rain,0.207151666
comes running back home,0.497896492
and hes all soaking wet,0.287143379
and his mothers just furious that hes all soaking wet because he didnt take the umbrella,0.254739642
and now he came back,0.355357617
so hes gonna be late for school,0.182371169
so the boy finally dries off and gets ready,0.30184561
okay mom youre I guess youre right,0.407050699
Ill take the umbrella,0.2946935
and the mother was happy that the boy finally listened to his mother,0.352095604
the boy made it to school walking to school without getting wet because he used the umbrella like his mom told him in the first place,0.234610498
so the story of Cinderella starts off by Cinderellas father takes her to her new home with and introduces them to her new stepsisters and her new stepmother,0.267903298
and so at first things are okay,0.264562547
and Cinderella just ends up having to do chores and earn earn her keep inside the house,0.239786506
and then one day there was a grand ball going on at the great palace,0.269222498
and an invitation came that said all the ladies in the house could come to the grand ball,0.281731218
so everybody was really excited at that they were gonna go to the grand ball at the palace,0.227864638
and so everybody was getting ready,0.382215232
and Cinderella had a nice dress,0.275643378
and it seemed to be nicer than her stepsisters,0.274395138
so her stepsisters got jealous wrecked her dress made fun of her and everything,0.261872947
and Cinderella was upset,0.282789707
and then she couldnt go to the ball because her dress was ruined,0.256592602
and the stepsisters just laughed at her and made fun of her,0.258019626
so Cinderella stayed at home,0.290600806
and the stepsisters ended up going out to the ball,0.316517383
meanwhile there was a magic mouse or,0.298115194
I think it was a magic mouse that granted Cinderella a wish,0.284923375
and Cinderella wished she could go to the ball and and have a nice dress to to go to the ball in,0.259307474
and so oh it was a fairy godmother,0.263288707
the fairy godmother granted the wish to Cinderella and gave Cinderella the most beautiful dress that there ever was and turned the pumpkin into a carriage sothat she could be escorted in to the to the grand ball in a nice carriage with her nice dress,0.236566871
so when she gets to the grand ball everybodys impressed with how beautiful Cinderella is and how nice her dress is,0.236717105
and the prince asks Cinderella to dance,0.31388858
and the evil stepsisters are there and are so jealous that Cinderellas there and now with an even nicer dress than she had before,0.261834502
and now shes getting asked to dance with the prince which all the stepsisters wanted and and were so envious of Cinderella,0.284487277
so Cinderella was so enlightened and enthusiastic about being at the ball with the beautiful dress and now dancing with the prince,0.282509804
and it was like a dream come true,0.307555228
but the fairy godmother said,0.335898995
you hafta be home before midnight,0.297913909
so otherwise everything wont go back to normal,0.342935175
and so Cinderella noticed that it was almost midnight,0.311533481
so she runs out outof the ball in a right after her dance with the prince,0.243456006
but the prince wanted to know more about Cinderella,0.329811484
so the prince chased after,0.338719755
Cinderella was running down the steps lost one of her slippers,0.22680147
but she didnt care because she hadta get home before midnight,0.313270003
and so she gets in her carriage and gets escorted away back to her home,0.288662583
but she makes it home in time,0.343572736
so everything turns back to normal,0.432820559
her her nice her beautiful dress turns back to a normal just apron dress,0.322615296
and the carriage turns back into a pumpkin,0.333126992
and so the next day the prince still with the the thoughts of Cinderella on his mind wants to find out who Cinderella was,0.244521558
and all he has left is a glass slipper,0.234741375
so he sends out his servant to find who the woman was with the glass slipper and makes everybody try out the a glass slipper,0.221770465
and finally they find they finally find someone who the glass slipper fits on,0.294224203
and its Cinderella,0.445716858
and all the evil stepsisters are again so furious at Cinderella because shes the lucky one that fits the glass slipper,0.233628035
and she had the greatest experience ever,0.397559851
and so the prince oversees that Cinderellas just a lonely servant girl,0.279474407
and the prince decides to marry her,0.394830942
and they youknow get married and live happily ever after,0.266353726
www,1.000000119
www,1.000000119
www,1.000000119
one sunny day in June a family of rats decided to get all the family together and go for a picnic,0.207560256
they packed the truck with all their toys,0.337090462
and they gathered all the rats,0.431475163
they climbed some climbed in the front of the cab,0.307468027
some of the younger rats climbed in the back,0.319244236
off they went down the road up a great big hill with flowers and bushes,0.271747768
it was a very bumpy road with lotsof rocks,0.299936116
when they hit one particularly large rock a little girl rat with her baby with her stuffed animal flew right outof the back of the truck,0.218208894
the truck full of rats proceeded on to their picnic not realizing that they had lost one of their little girls,0.262333333
she lay alongside the road watching the truck drive off in the distance,0.292736977
the rat family got to the lake where they were going to have their picnic,0.280201316
and they all climbed outof the truck carrying baskets and a tablecloth and all of their toys,0.279778391
some of the children ran down to the lake to play alongside the water,0.298089743
some of them played in the grass or helped set up the picnic or picked flowers,0.23363921
it was a beautiful lake,0.360019684
and everybody was looking forward to having a nice time,0.328659236
grandpa rat played the fiddle while grandma sat next to her,0.202864796
and mother and father rat watched their children play,0.362536401
everybody was having so much fun except for the little rat who had fallen outof the truck,0.22545135
she sat alongside the trail hugging her stuffed animal to her and crying,0.272844493
she was so scared and lonely,0.332637668
the woods seemed so big and scary,0.301951498
she looked every which way,0.382405102
and didnt know what to do,0.352481723
the flowers were pretty,0.371858865
and she looked at the red flowers around her,0.295936048
and the yellow flowers,0.496323973
meanwhile back at the lake father called all the little rats to come and have lunch,0.275695056
back in the woods the little rat the littlest rat with her little stuffed animal was experimenting in tasting the flowers and the berries that she found around her,0.303551555
she found that they were very very yummy,0.366116494
and she filled up on juicy red raspberries,0.272634208
meanwhile back at the lake the family started to realize that something was wrong,0.310268879
they were missing the little girl rat,0.330609381
the children sat and waited while the parents searched and called,0.355595082
but she was nowhere to be seen,0.334959626
they looked in the water and along the edges,0.383648396
they looked under rocks and in the grass,0.338977396
they were sad,0.435956955
some of the young rats were even crying,0.35405308
they did not know what had happened to their little sister,0.374777794
they decided that they needed to pack up and head back the way that they had come,0.370525748
nobody was going to be able to eat or have fun until they were all together again,0.286550283
the little rat back along the trail had filled up on berries and was laying down in the grass just looking up at the sky wondering what to do next,0.244071141
the rats in the truck searched and searched as they drove back along the trail the way they had come,0.298815697
the little rat thought she heard something,0.386922181
she thought she heard the rumbling of a truck and her brothers and sisters and mother and father and grandma and grandpa calling her name,0.327747732
she rushed through the grass back towards the road,0.370339543
she ran out into the road just in time to see her fathers truck cresting the hill,0.252836287
and they spotted her,0.380839705
and they all waved and were so happy to find her again,0.344981879
but and they hugged joyfully did cartwheels and jumped and cried,0.294003814
but the little girl realized that something was wrong,0.424283952
she had lost the stuffed animal that had given her such comfort when she was lost in the woods,0.265304297
she ran back through the woods,0.33768028
and in the grass there she found her bunny laying down her stuffed animal,0.269864976
she hugged her stuffed animal to her,0.372833759
and she was so happy,0.338152915
they all climbed back into the truck again,0.359895855
actually they all decided to set up and have a picnic right there where they had found their little sister,0.324715883
so they started to spread out the blankets and get the food out once again,0.323240429
but this time they were most certain to have a happy picnic because they were all together,0.374199688
the same thing,0.535326183
www,1.000000119
good dog Carl,0.347053468
Carl lived in a family lived in a house with a family that had a little baby,0.294027835
Carl was a big Rottweiller,0.316666663
and he was when when the mother went out shopping she said to Carl,0.269891649
look after the baby Carl,0.244461477
Ill be back shortly,0.278725445
Carl was being left to babysit for a baby,0.213575557
and he was just a big happy dog,0.276041716
they waited as they watched the mother get into her car and drive away,0.281079382
Carl looked out the window and waited until she was gone,0.236653715
the baby also waited expectantly,0.370545506
when Carl was sure it was safe he walked over to the crib and stood there patiently while the baby climbed outof the crib and onto Carls back,0.198744252
Carl carried the baby on his back just like someone would ride a horse,0.245098293
they were going to have such a good time together,0.359717667
they walked down the hall into mothers bedroom,0.300441921
it looked so soft,0.481860667
they jumped up onto the bed,0.312740147
and the baby rolled around in the blankets while Carl stood watch,0.254457742
afterwards they got off the bed and they went over to moms vanity,0.264877915
there the baby got into moms powder perfumed powder,0.255907655
and he dusted Carls nose,0.254581749
