text,Lexical_Density
and suddenly the rain came back,16.666666666666664
and it came immediately,25.0
and poor Collin came racing down saying,28.57142857142857
said and said the mother angry and vitriolic,12.5
but now Collin has a an umbrella,28.57142857142857
and hes done extremely well,33.33333333333333
and and noones yelling at him,33.33333333333333
and hes gonna be alright,42.857142857142854
oh yes here we go again,16.666666666666664
poor young Candace was horrified because her cat had strku,30.0
it strku,50.0
Candace was was really appalled that she was unable to retrieve the cat,46.15384615384615
nor was her brother or her,50.0
lets see,0.0
this must be Daddy,75.0
Daddy also could could not not deal with this either,40.0
and dog made things even worse by by barking ridiculously and loudly thereby taking the the situation even more ao becoming even more chaotic ever,20.0
there was even even a there was there was even a velocipede and a and a,43.75
its not a rope,50.0
its a,100.0
we know whats one thats one one of those things,41.66666666666667
anyway that stuff was around,40.0
but luckily for them the bird became delighted with its with with its twittering because here comes the firemen who are going to grab the the the the kitty from at last its its being its its happy moment when it will be something or other,60.86956521739131
oh yeah oh yeah,0.0
thats right again,25.0
okay,0.0
www,0.0
you want the NewJersey version or the Cinderella,37.5
well lets see,0.0
for some reason a young a young man who was was living in his parents,60.0
its not his parents,50.0
the lets try it again,40.0
for some reason Cinderella was was discovered living with the the Galumpy Galumpky family of of of of Sweden when when allofasudden they discovered that this brand new kid in the in the house,58.82352941176471
somebody that they dont know before whos whos living there,61.53846153846154
the the the three horrible Galumpkys Gonoral and Ragen turned into the the most awful ach creatures ever and began to make make fun of them at these poor people while the thing was going on,38.88888888888889
then as as it happened the Galumpkys were were waiting to to get the invitation for a beautiful wedding,47.368421052631575
not a its not a wedding sorry,42.857142857142854
when the theres going to be a big party of some kind or another,60.0
so they go out there and theyve got all their fancy clothes,38.46153846153847
but there is there are once again the these these the Gonoral and Ragen are so awful and stern o droning and and and youknow,28.000000000000004
and eventually it looks like theres gonna be no fun for poor Cinderella at all,41.17647058823529
so shes she goes away,33.33333333333333
and she cant she cant be voi invited for the the rest of the the party,66.66666666666666
so she goes over there,20.0
and and suddenly shes been sitting around most of the time calling or talking to youknow barnyard animals which is what I guess you hafta just live with once youre if youre an orphan,48.64864864864865
and and allofasudden they said,20.0
and here comes,0.0
what is her name,75.0
the this magical creature is gonna fix everything for you,54.54545454545454
and and she she has all the all of her her clothing is wonderful,64.28571428571429
and a magical a magical,40.0
wait a second,33.33333333333333
so then the the fairy godmother is going to look at this and see how wonderful that these two women are,42.857142857142854
so they go,33.33333333333333
no his his,66.66666666666666
sorry,0.0
his,100.0
nope its not working,25.0
lets try it again,25.0
Cinderella wanted to go to the to the the ball but she couldnt,50.0
but now but with the,40.0
whats the name of that fantastic creature,50.0
with with this fantastic creature who will deliver give her this beautiful new new gown theres theres no reason to to to be worried about that because its gonna look absolutely beautiful for all time,44.73684210526316
so there the the s,40.0
I guess hes a king or or some such,40.0
no hes a prince,40.0
thats what it is,80.0
ofcourse hes a prince,40.0
and and allofasudden the the prince,33.33333333333333
so but youknow when when the when its its time for the clock to to to get get,44.44444444444444
but when the clock clock strikes then then Cinderella hasta hasta to run away before that comes,23.52941176470588
so now theyre waiting on to see what happens,40.0
who is this new Cinderella this strange and wondrous person that thats with us,53.333333333333336
because weve never seen him,66.66666666666666
so the the the prince says,50.0
and and so they look first at the at Gonoral and then Ragen and said,26.666666666666668
whereas suddenly when Cinderella is is shown they say,55.55555555555556
and now she can go,40.0
and youknow with Im assuming that assuming that they can get married immediately for all of this,66.66666666666666
then the the the prince will be delighted with Cinderella,60.0
and they will live happily ever after,42.857142857142854
yes,0.0
well that shouldnt be that difficult because Ive known been known to have peanut butter and jelly sandwiches,35.0
first I get some bread,40.0
then I get some peanut butter over here,25.0
and then also its time to get some some,33.33333333333333
its not butter,33.33333333333333
its jelly,50.0
now get the jelly out there xxx,14.285714285714285
and then bring them back,20.0
xxx,0.0
cut the cut them in in in half for for for daintiness,58.333333333333336
xxx,0.0
oh,0.0
mhm,0.0
thats an interesting question isnt it,50.0
well it seemed it it probably presumably you could actually do this on on a on a less high tech,55.00000000000001
but it is nice to have,33.33333333333333
and it it it has several different functions,37.5
one is the,66.66666666666666
what do you call that thing,66.66666666666666
know yourself,50.0
that the the thing we always talk to together,55.55555555555556
the,100.0
thats one one thing,20.0
then theres the stprwtu,40.0
and theres the the the the the the basic media of the of the thing,68.75
so it has alotof different uses I think,25.0
so it I guess its its probably exactly what you need for your,61.53846153846154
well Imean sure,0.0
because youknow something got t got better here through the through the whole operation I think,43.75
youknow it certainly seems thats that seems to be the case because I was really flailing there at the beginning,47.61904761904761
and and then I flailed again when when I was trying not to look at the at the letters,47.368421052631575
youknow just I would I would just push it,55.55555555555556
so that and that seems to have been the second way to help help myself here,43.75
is because then I I could get to the point where I could sortof write these things a little bit,60.0
and and actually everyday this is getting a little better now,27.27272727272727
Im still using the using the the whatchamacallit,55.55555555555556
the the,100.0
yes,0.0
yeah the the Ipads great actually,33.33333333333333
it works perfectly well,25.0
and I do really like a Ipads as a as a genre,58.333333333333336
goddamn this is like literature or something,57.14285714285714
ready,0.0
alright,0.0
girl has lost her kitten which is now now going to the is now sitting in the the tree,52.63157894736842
dad would like to get the kitty back but cant get it get it,33.33333333333333
and apparently also the ladder was no use in the in dad trying to get these things from the the child,42.857142857142854
as if to make matters worth,33.33333333333333
a birds twittering,33.33333333333333
before things really got outof hand the fireman came and got the and were about to get get get get the get the kitty back from the the fire persons,30.0
not great but,0.0
its not Goethe youknow,25.0
oh that again,33.33333333333333
probably,0.0
mhm,0.0
okay,0.0
oh really,0.0
mhm,0.0
www,0.0
lets try to see,0.0
a young orphan was brought to the house to live with two there where where two odious women were where two odious women were holding forth,42.30769230769231
when they began at at the very beginning the Cinderella as her her name would would be known later was now just a a kind of a servant waiting waiting on these two women and their foul mother,52.63157894736842
Cinderella noticed the the beautiful the beautiful,42.857142857142854
try again,0.0
Cinderella saw that the princes castle gleaming in the distance,40.0
at last a party was was at last the party was,63.63636363636363
the king had asked a party to be,50.0
no I cant cant do this,50.0
the king set a party,40.0
it sent,50.0
Ill try this again,25.0
the king had had a had a party where the all of the the beautiful women could be could be known to the to the prince who would be who who would find himself a a find himself a r person,70.73170731707317
where the the young prince could meet all of the other women that were around in the valley,61.111111111111114
Cinderella would gladly have taken had had gone to that party except she was not allowed,56.25
the two hideous women were all deck decked up looking their very best,38.46153846153847
but Cinderella was not allowed to go,14.285714285714285
at that point a fairy godmomother,50.0
here the the two women who lived in in the house were were not very attractive,50.0
and the prince was not much interested in them,44.44444444444444
but in turn in time he discovered that Cinderella was really quite charming and delightful,33.33333333333333
and he would gladly have asked her to be there a bit a bit longer,46.666666666666664
but then came the stroke of midnight,28.57142857142857
and she she got back her her her she got back to her her to her to her room and had a wonderful time,58.333333333333336
the prince there would would still had not found the the the the the perfect woman that he adored,63.1578947368421
so several people started looking around to see them and to decide which one was really Cinder was like n which one was the one that Cinderella really wanted,31.03448275862069
one after another several of these terrible creatures proved that she could not she could not fill fit the the the she couldnt fit the the portions the the could not fit the,58.82352941176471
lemme try it try it again,33.33333333333333
all of the the other women in the castle were not were were too big and could not be could not be could not could not get the the the the the size of the of the of the shoe that they were trying to find,63.04347826086957
but the shoe fit Cinderella perfectly,16.666666666666664
at that point the the prince then was brought to the castle,58.333333333333336
and they were married immediately and lived happily ever after,30.0
why is that so hard,60.0
sortof,0.0
yeah,0.0
mhm,0.0
ah,0.0
oh okay,0.0
lets see if I can do that,57.14285714285714
I think mostly what happened was that I was sitting around in a perfectly nice day,50.0
and allofasudden everything seems screwed up,33.33333333333333
so I called the I called the ambulance,50.0
and and then I and then I got I picked up all of the stuff that I wanted to to keep together Im because I assumed that I was gonna be in the ambulance in the hospital,51.28205128205128
so I got all that stuff,50.0
and and I lets see,40.0
I I took my,75.0
what do you call that thing,66.66666666666666
I hid I hid the the,66.66666666666666
whats this thing called,40.0
its,100.0
it was my,100.0
oh,0.0
almost almost said it,25.0
,0.0
anyway I I hid the I hid something that was really valuable,58.333333333333336
I hid it,66.66666666666666
and I got rid of I I got I had I had a bunch of emails,56.25
and I had all these emails saying that I was I was gonna hafta go to the hospital,52.63157894736842
and thats the last thing I ever remembered,33.33333333333333
and until I I I I never saw another thing in in CooleyDickinson at all,53.333333333333336
allofasudden I came to in l in,57.14285714285714
is that the name of it,83.33333333333334
Dalton yeah,0.0
and thats thats when I sortof began to figure things out a little bit,37.5
took awhile,0.0
uhoh,0.0
yes,0.0
uhhuh,0.0
okay,0.0
the little girl was really perturbed because the kitty cat wasnt wasnt me coming,43.75
so it just sat there,20.0
and dad was trying really hard to to catch the cat but was unable to do it,23.52941176470588
meanwhile dad or dad was unable also to get to get the ladder,15.384615384615385
and the the little the little doggy was miserable because he wanted to get he wanted to to be part of this excitement,43.47826086956522
meanwhile as a bird was twittering here came the the firemen who who who saved the the the the little girl and eventually the kitty cat aswell,48.148148148148145
badumco,0.0
oy,0.0
Ill try,0.0
Ill try,0.0
www,0.0
well Cinderella was was apparently adapted,33.33333333333333
and so they they hadta they hadta to to work all the time and hadta to deal with the the the hideous sisters while they were they they were just having to having to to get to be her work person,43.90243902439025
so at that point then there was a moment where the the prince wanted to meet all of the eligible women in in the in in the the the town,56.666666666666664
and as Cinderella was thinking,40.0
but they said,33.33333333333333
only only the only these the terrible creatures that that were that were living in the house are the only ones that could really do this,57.692307692307686
then there came a,50.0
what do you call those creatures,66.66666666666666
its a its a a magic personage,71.42857142857143
a,100.0
what do they call those e creatures,57.14285714285714
anyway this magic personage wanted to change all of the the all the all of the things that Cinderella wanted to to to to read to to,44.44444444444444
she wanted to change all of her clothes until something really fancy happened,46.15384615384615
and it was the this magical creature that made that all possible,58.333333333333336
then the magical creature went back and sure enough saw the prince,16.666666666666664
and the and the and the prince s,37.5
whereas the the the horrible creatures that that lived in the house no had no real particular interest in the the prince,54.54545454545454
sooner or later then the the prince was was was doing quite well,38.46153846153847
and but it was time for for Cinderella to leave because she hadta do that,46.666666666666664
and and and eventually then this the the the wonderful time that they had disappeared,46.666666666666664
nevertheless the everybody wanted to to discover whether Cinderella might be the personage they were hoping for,52.94117647058824
and yet that was not to be the case,44.44444444444444
then only and then only did Cinderella take all of her of her fancy clothes once again and sure enough was exactly the person that that they were hoping for,43.333333333333336
then the prince went clomping back to the to the the whatever they are to all these to all of the the workers that they hafta deal with,71.42857142857143
and sure enough the prince did see her,37.5
and they decided to live happily ever after,25.0
beautiful,0.0
yeah,0.0
,0.0
I think my speech is alot better than it ever was,54.54545454545454
Ive gotten better each all the time,62.5
then there are times when youknow I may have a hard time trying to say the word,35.294117647058826
but I think youknow its progression,33.33333333333333
Ive done better,50.0
and so people think that I have didnt have I dont have a stroke or had a stroke because I can talk,45.83333333333333
yes,0.0
I actually I had a banquet last night and the four people that sat at the,43.75
and people said,0.0
and I said,33.33333333333333
no,0.0
I fell right,33.33333333333333
I was sitting here,50.0
Im sitting here in the chair,57.14285714285714
and I just fell right on the floor,37.5
and then I fell into my w into the cabinets,50.0
and and my the kids were coming into the house,50.0
that happened in the morning,60.0
and one of my dads is a state trooper,44.44444444444444
and he was able to right away,28.57142857142857
but I I I youknow a parent called up the ambulance,54.54545454545454
and but,0.0
my rehab,50.0
I didnt particularly like the the hospital,62.5
I was there for nine days and I youknow they were rough and gruff,42.857142857142854
and because I I hadta go to the bathroom all the time,58.333333333333336
I pee all the time,60.0
and so then youknow theyd hafta put the thing under me,33.33333333333333
and they wouldnt let me walk and talk and do anything so I didnt like that part,36.84210526315789
but the rehab I really liked,33.33333333333333
I did,50.0
I was just telling somebody this the other day,55.55555555555556
the FirstnameB that was helping me with my pt,66.66666666666666
and hes doing his own thing now I guess,40.0
I just heard that from FirstnameB and FirstnameM I think,40.0
and he he sat I started to cry,37.5
and I and he put he sat right on the floor,45.45454545454545
and he puts youknow,25.0
and he said,33.33333333333333
and hes the one that had me dancing the whole like for two weeks,40.0
and he said,33.33333333333333
we danced and danced and danced and danced,12.5
my whole hour I was there we were dancing dancing dancing,45.45454545454545
yeah,0.0
he was a nice guy,60.0
I talk about him alot,60.0
I cant remember his name right now,37.5
BobLastname,0.0
and he also was having problems because he couldnt have il they couldnt have children,41.17647058823529
so hes telling me,60.0
and,0.0
yeah and I thought I thought everybody there was,44.44444444444444
youknow the lady that was gonna finally do my hair,36.36363636363637
were going to clean this youknow,33.33333333333333
I thought they were I liked I really liked liked them there,58.333333333333336
I was there for two weeks,50.0
even the people that would come into my room,55.55555555555556
the cleaning people,33.33333333333333
those two ladies would come all the time just to see how I was doing and,43.75
so but I was nice to everybody,57.14285714285714
youknow,0.0
so,0.0
I really I really,50.0
and there were alotof people there that were having horrible strokes,27.27272727272727
alotof men,0.0
and there were,33.33333333333333
so,0.0
probably my my college education,40.0
I I really I I loved my college because I I I did go drinking or dancing,58.82352941176471
youknow but it was it was just h it was fun,54.54545454545454
and and plus I went to a teachers college at the time,41.66666666666667
and and I got my foot first job,25.0
and I was so excited,40.0
and it the the superintendent,60.0
Imean the,50.0
not the per the superintendent that said,57.14285714285714
and I said,33.33333333333333
Imean it well I thought it was like winning,55.55555555555556
and well he said,25.0
tried to call my dad and tell him that I got a job,38.46153846153847
and nobody else got a job at the time,44.44444444444444
I was the only one in my whole class that had gotten a job job,53.333333333333336
Imean everybody got jobs afterwards but,16.666666666666664
and at the time I was it was in Vermont,70.0
and it was the highest paying job about,50.0
youknow with all kinds of stories but,42.857142857142854
yeah yeah I think that was probably one of the cit,45.45454545454545
and I like teaching,25.0
so,0.0
the boy is kicking the bat,50.0
and it crashed into the h window and went into the mans face,38.46153846153847
and the man is taking the ball back or to the kid,41.66666666666667
the little boy is going with his umbrella and saying goodbye to his mom,42.857142857142854
and it started to rain,20.0
and the little boy had a and he r covered his head,33.33333333333333
and then he finally had his umbrella open sothat,22.22222222222222
I dont know why that happened,57.14285714285714
and he was very sad because he got wet,44.44444444444444
the little boy,33.33333333333333
she had been walk riding her her h uh bike,50.0
and the dad is trying to get the the tree,40.0
and then they hadta find the fire department to bring the the the dad down and the cat into the after from the tree,45.83333333333333
from the cat the cat,60.0
wait a minute,33.33333333333333
Im now Im getting the cat the dog and the whatever,53.84615384615385
I guess thats it,60.0
why is there two of those,83.33333333333334
I dont know,50.0
why there are r two ladders there I dont know,36.36363636363637
oh the dad,33.33333333333333
the father,50.0
he was he mustve fall the the ladder must have fallen on the on the ground,76.47058823529412
hes xxx but how would he at that time how would he get,64.28571428571429
see I ask too many questions,16.666666666666664
how would he know the about the fire department,66.66666666666666
okay,0.0
and the dog is trying to get the,37.5
making alotof noise the dog,20.0
yes,0.0
yeah,0.0
so you wanna we wanna,40.0
www,0.0
so now I gotta,20.0
I dont know if Ill be able to do that or not,38.46153846153847
Imean I know what the whole story is,50.0
oh and I wanna say shes a witch but shes not,38.46153846153847
Cinderella is whatever she is,80.0
and this this mother,50.0
its not a mother,50.0
with her her daughters,75.0
and she hadta clean all the time,42.857142857142854
she hadta do all kinds of things there,37.5
and the animals just loved her,33.33333333333333
but the the sisters hated her because she was good,60.0
she was able to go,40.0
the the fairy prince,50.0
she,100.0
youknow I can think of the the thing on tv,60.0
I can,100.0
and she Cinderellas fairy prince,20.0
what is she,100.0
she had said that he,80.0
and then but she hadta leave by one twelve,22.22222222222222
and she she found she when she went hadta go back they she had the the shoe in her hand,55.00000000000001
and the lady the the ugly lady I cant think of her name wanted the whole everybody to try on this this shoe,50.0
and the only one that could she could wear it with,63.63636363636363
and the prince,33.33333333333333
and they were happily lived happily ever after,37.5
after the to the shoe,80.0
the with the prince and Cinderella,50.0
I dont know,50.0
well first I would have the the bread and a plate,45.45454545454545
and I would use the peanut butter on one,44.44444444444444
this is what I would do,83.33333333333334
with one one side would be peanut butter,37.5
and the other side would be jelly or whatever,44.44444444444444
marshmallow,0.0
and Id put them together,33.33333333333333
and cut it,33.33333333333333
yes,0.0
well my one of my daycares were coming in,55.55555555555556
and the tv was on,60.0
and I usually shut it down before and this particular day,36.36363636363637
and everyone stopped to watch the tv,28.57142857142857
and Cara Katie Katie r hlku,0.0
no,0.0
Katie anyways,0.0
Katie she was all upset,40.0
and so I I watched it probably for three days after that,50.0
I was so upset about that,66.66666666666666
and then ofcourse I hadta turn it off,37.5
but it was on tv alot,50.0
and I didnt want my daycare kids to know,30.0
so yeah I was very upset about that,50.0
and my parents were all upset about that,50.0
yes,0.0
number one,0.0
do I I do the numbers,50.0
little boy is kicking the ball and hit it on hit it to the n through the window into the lap of a man,54.166666666666664
and the man is taking the ball probably into to this little boy thats probably gotten in in trouble,50.0
his father hadta come and see him,28.57142857142857
the little boy mother told the little boy that he needed to have his umbrella,33.33333333333333
says goodbye with this one bye says goodbye to his mother,36.36363636363637
oh its beginning to rain,20.0
he he puts he didnt bring his,62.5
oh I guess the mother mustve said,50.0
oh now he didnt have it,42.857142857142854
so now hes all wet,16.666666666666664
well now he did get it on he did get it,63.63636363636363
and then the mother is,40.0
see I dont understand that now,42.857142857142854
I guess he mustve had it,71.42857142857143
and he hadta put it on put it out up,50.0
or he would get all wet,33.33333333333333
this little girl looking for her getting trying to find it,36.36363636363637
not find,0.0
her kitty climbed the limb of the tree,50.0
and the father hadta dropped his the ladder,37.5
so he was stuck,50.0
and then the fire department hadta come to get the the kitty and the man down,31.25
and the dog is barking at them,57.14285714285714
yup,0.0
yup yup,0.0
www,0.0
Cinderella had a ugly pt stepmother with two girls,22.22222222222222
and theyve been invited to go to a party,50.0
and the the girls were going but the the Cinderella couldnt go because she didnt have anything to wear,47.61904761904761
so the the,66.66666666666666
god I cant think of her name,50.0
she had Cinderella they made she made Cinderella some clothes to wear,33.33333333333333
and the the pumpkin and the horses and the,44.44444444444444
ohmygod I cant think of her name,50.0
well anyways said that she had hadta be home by twelve oclock,33.33333333333333
and well and at the dance the girls were mad and the ugly mother were mad,37.5
and and and somebody tripped,20.0
oh no,0.0
she she hadta get hadta get home,28.57142857142857
and then they knocked,25.0
and the little mice got the key,28.57142857142857
and now the king is trying to find some the person who,41.66666666666667
oh and she lost her lost her shoe running away ke to get to get back home,17.647058823529413
and she and whoever he is looked at each shoe and found that the shoe belongs to Cinderella,50.0
and the prince found her or they married and whatever,40.0
did I did I,75.0
yeah,0.0
I need you needta have two pieces of,37.5
well you can have crackers or whatever,42.857142857142854
but two pieces of bread,20.0
and I dont like white so it would hafta be another,58.333333333333336
probably oat,0.0
and I and Id have some people might put just butter but thats thats not very good,30.0
put peanut butter in one on slice and jelly on the other,33.33333333333333
and put them together,25.0
and then cut them and,20.0
I really enjoyed doing,25.0
Imean it was tiring but it was I enjoy it,60.0
I youknow I always like whats going on,55.55555555555556
and I I dont find alotof fault fault on anything,45.45454545454545
but I I thought it was good,57.14285714285714
yes,0.0
well number one is that I doing the right sentences or youknow smaller sentences and not getting in frustrated and whatever,28.57142857142857
that thats been a help for me I think,80.0
and I I hafta stop,40.0
so I think thats that was helpful for me,60.0
well lemme see,0.0
I dont know what that,66.66666666666666
oh thats a ball,40.0
okay,0.0
so this is the whole beginning Imean a whole sequence,40.0
so its not like I hadta mix it up,55.55555555555556
this young boy was playing ball and kicked the ball then kicked the ball into the window picture window,31.57894736842105
and it broke the window,40.0
and the ball went right into the fellows lap,33.33333333333333
and he this man has the ball probably to throw back or to yell at this boy,29.411764705882355
so this is xxx,50.0
okay,0.0
and you want the beginning and the middle and the end,36.36363636363637
the beginning is for the h the mother is giving this little boy the umbrella,53.333333333333336
and he didnt want it,50.0
and allofasudden the the,50.0
and he had told his mother that he didnt wanna do it,53.84615384615385
and and it started to rain,16.666666666666664
and now hes getting really wet,28.57142857142857
and he got very wet,20.0
and the mothers annoyed,25.0
and he did get the umbrella,50.0
he hadta leave go and get his umbrella to go back in the out outdoors,26.666666666666668
yeah,0.0
this is a little the cat little girl,50.0
little girls w cat climbed into the tree,25.0
and the fire truck or fire department hadta rescue,11.11111111111111
well the dog the dog barked,33.33333333333333
yeah lets see here,0.0
the the ladder,66.66666666666666
the man tried to climb into the,42.857142857142854
so this is one of the reasons that,62.5
the dog was barking at the man who lost the the ladder,58.333333333333336
because the dog was barking at him,71.42857142857143
I guess thats probably why,50.0
and then the little boy,20.0
thats not as nice as I shouldve said,50.0
yeah,0.0
yes,0.0
yup,0.0
www,0.0
the the lady the the the prince the king ordered having ordered not d yeah to have a big dance,40.0
and the ugly children women were really not very nice to Cinderella,25.0
and the animals helped Cinderella Cindere helped Cinderella with her dress,27.27272727272727
and then the the oh the whatever she is,66.66666666666666
its not how you talk I shouldnt be talking but,54.54545454545454
Cinderellas fairy godmother ordered the pumpkins the horses to go to the dance,30.76923076923077
Cinderella and and was swimming,20.0
and then she had said that they hadta she hadta leave before midnight,46.15384615384615
and the ugly stepmother they locked her into locked her away,45.45454545454545
and in the end the the mice got her key,50.0
and the women hadta,25.0
well she had lost Cinderella had lost her shoe,44.44444444444444
and the the people from the kingdom hadta try on the the shoe,53.84615384615385
and the prince and the prince said,28.57142857142857
well anyway the shoe was felt,33.33333333333333
not felt,0.0
the store,50.0
its not the word feltq,40.0
whatre you saying on your shoe,71.42857142857143
fits,0.0
the shoe didnt it should fit Cinderella,50.0
and the the the prince and the and Cinderella lived happily after that,46.15384615384615
youve gotta have two slices of bread,33.33333333333333
on one side you can and you well probably have butter,36.36363636363637
and then you might have peanut butter on one side,30.0
and on the other side of of the,62.5
theres two slices,25.0
and the r second slice has jam,14.285714285714285
and youre gonna put those those pieces together,40.0
and youre going to to cut them,37.5
for one side one piece for me and then the second piece for you,42.857142857142854
yes,0.0
yes,0.0
well if I wanted to compare from when I first started to the end I had alot to do,42.10526315789473
and I made mistakes,25.0
and Michael would and especially when FirstnameM was there and he was helping,38.46153846153847
xxx youknow they gotta do it this way and,30.0
so from from starting to finishing and then with all the words that I hadta youknow to do I I I enjoyed that,52.17391304347826
actually I did,33.33333333333333
yes I did,33.33333333333333
yes,0.0
yeah because when I first started it was like I say,54.54545454545454
there was mistakes or I didnt der youknow whatever,40.0
and then as I got youknow,33.33333333333333
I think that would be a good thing for most people with the different words and all that,55.55555555555556
yeah,0.0
ohgosh,0.0
well and then at the end the a fire firemen are going to rescue the little the cat,38.88888888888889
ohgosh,0.0
mhm,0.0
Cinderella,0.0
to change the whole thing right now is Cinderella is in the movie right now,33.33333333333333
Imean a new,33.33333333333333
the the fun,66.66666666666666
I forgot what its called,60.0
in the woods or whatever,60.0
its a different name,50.0
but its all the the singing,66.66666666666666
its all singing,66.66666666666666
www,0.0
the mother and and children stepmother and children,12.5
the the prince the king wanted to have a party,40.0
and the girls the stepmother and the girls dressed up,40.0
and ofcourse Cinderella was did hadta do everything in the u in the house in the r castle,50.0
and she didnt have any clothes to wear,33.33333333333333
and the fairy fairy fairy fairy princess fairy princess said that,18.181818181818183
well the animals loved Cinderella,20.0
and they they were going to get all these beautiful clothes for her,53.84615384615385
and the fairy prince fairy,20.0
I god I cant think of her name,55.55555555555556
did her magic,33.33333333333333
and there was the the pumpkin and the ride anyways to the dance,46.15384615384615
and the girl the stepchildren were very they were pain they were pains anyways I thought think,47.05882352941176
but n Cinderella,0.0
it was twelve,66.66666666666666
twelve xxx,0.0
at twelve oclock the fairy had said she hadta leave by then,41.66666666666667
and she lost her her shoe,50.0
and the king or whatever the prince checked all the shoes and found Cinderella,35.714285714285715
and they lived lived happily ever after,28.57142857142857
but what does what do you call her,62.5
xxx tell me,33.33333333333333
ohgod its gonna drive me crazy now,25.0
mhm,0.0
ke the whole the whole morning the whole,37.5
well I can remember alotof it I cant remember because except youknow for people telling me that,55.55555555555556
my daycare kids are just walking in,42.857142857142854
and I was sitting gonna sit at the I sat at the chair,50.0
and I fell,33.33333333333333
and I really really hurt myself,33.33333333333333
and thats about all I can remember except that youknow they brought me to I hadta go I hadta go to GreenfieldHospital,56.52173913043478
and they sent me to Springfield,50.0
and,0.0
Imean theyd ask me questions,50.0
and Id just,25.0
because I couldnt talk,60.0
and they,50.0
oh that was that was probably the worst thing,55.55555555555556
and the nurse wasnt very nice about that either,40.0
and I was on I was in the intensive air,70.0
and then they nice nice young nurse made me walk,20.0
because I hadnt I couldnt walk,50.0
and I they walked me around and then around,33.33333333333333
and she did the girl,40.0
and shed,0.0
and and youknow she,25.0
because I had,66.66666666666666
and then probably nine days I didnt even get my hair done,23.076923076923077
and I had a fit about that,57.14285714285714
I did,50.0
I was getting upset about that because my hair,66.66666666666666
but then when they put me bring me brought me to,45.45454545454545
not Mercy but the next,20.0
and I really liked going there,16.666666666666664
I really really I liked everybody there,42.857142857142854
the,100.0
not Mill,0.0
it begins with a,75.0
Miller,0.0
uhhuh,0.0
I cant think of it,66.66666666666666
youknow and I was there for about three months three weeks,27.27272727272727
and I think I am was very impressed with the people that were helping me,60.0
and one of the and his name is Firstnameone,44.44444444444444
who Firstnameone knew knows really quite well,14.285714285714285
he was the physical therapist,60.0
young fellow,0.0
and Im sitting there on the bed for therapy,50.0
and I started to cry,20.0
and he sat right on the floor and said,33.33333333333333
and at the end I had told this to Firstnameone that he had me dancing,60.0
and I I said that was,66.66666666666666
but that day that first time I went I just I I I cried,50.0
youknow it its,66.66666666666666
what am I gonna do,50.0
youknow I kept thinking to myself,50.0
but they were all very very nice there,25.0
I really really liked it,40.0
but I cant think of the name of the rehabilitation place,50.0
but alotof it I didnt remember,42.857142857142854
yeah,0.0
the little girls cat kitten is in the tree,44.44444444444444
and and and she was riding her bicycle,37.5
and the father was trying to was climbing up in the tree,50.0
and the ladder fell,25.0
and and then the dog is barking at them all,50.0
and then the police and the and the bird was singing,36.36363636363637
thats probably why the dog,50.0
and then the the firemen are having to rescue the cat,36.36363636363637
www,0.0
okay,0.0
Cinderella has mean stepfamother,25.0
and they were gonna have a ball,37.5
or the father was going to do a ball for them,45.45454545454545
and the mean kid children the girls were not very nice to Cinderella,30.76923076923077
and neither did the mother stepmother,33.33333333333333
and she wished that she could go to this ball,60.0
and the the prince the fairy godmother had told Cinderella about the getting clothes and the and the gown and and the shoes and to be able to go,34.48275862068966
and the mice helped her,40.0
and and and then they they did get,37.5
well then the the,50.0
ohmygoodness she was this i chubby chubby chubby,50.0
the ir ar fairy godmother had the coach to,33.33333333333333
and but she,33.33333333333333
and oh then she lost her her shoe,37.5
and the father was trying to get all these people ladies get the shoe,35.714285714285715
and in the meantime the stepmother locked them locked her away,45.45454545454545
and the mice helped her,40.0
and came back came in came,16.666666666666664
and the prince tried on the shoe,42.857142857142854
and it was and it fit,50.0
the shoe fit,33.33333333333333
and they got married,25.0
they get married happily,50.0
how do I feel,75.0
lousy,0.0
I I have completely lost the ability to talk in any terms of accounting,50.0
things that,50.0
things that are just basic things that,42.857142857142854
its,100.0
I cant even talk basic not not only in accounting terms,25.0
I cant talk basic math,33.33333333333333
basic anything,50.0
then on top of it I cannot talk in any shape or form of items like,52.94117647058824
come out,50.0
not just items but accounting items but general advanced taxes,0.0
I that whole scene is completely gone,42.857142857142854
I can talk in basic terms,50.0
I can tell you what a verb is,75.0
I can tell,66.66666666666666
if its a real hard quest,50.0
or some of them I sortof know from the back of my head,61.53846153846154
but as far as I can am concerned all I can do is e speak in basic terms,50.0
I feel like I have that my capabilities have gone down to zero,61.53846153846154
I know but,33.33333333333333
and I Ill go on doing it and working at it,45.45454545454545
but it there gets to a point where the amount of treh intellect lost is greater than I can deal with,57.14285714285714
alright,0.0
mhm,0.0
alright,0.0
I was at in the bathroom,83.33333333333334
I fell,50.0
I I couldnt move so I yelled for FirstnameC and FirstnameD,41.66666666666667
they couldnt pick me up because the bathroom was the bathrooms too damned high and everything else,50.0
so I they l called an ambulance,42.857142857142854
they had the ambulance pick me up,57.14285714285714
they were taking me to the hospital,71.42857142857143
I was awake talked,50.0
I was fine,66.66666666666666
I Imean I it was sore,66.66666666666666
nothing unusual,50.0
they said they they ended up taking me into the the whatever you call the hospital,68.75
